,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,Cluster_number,Kmean_Clusters
1881,40835,0,4,1,1,50602,39,2250,10,4090,0,0
1882,24496,0,1,1,1,4000,3,500,1,4086,0,1
1883,36033,0,3,1,1,36033,13,0,0,4079,1,1
1884,12766,0,1,1,1,1900,4,400,2,4072,0,1
1885,147596,0,1,1,1,19175,19,16675,18,4076,2,0
1886,16489,0,1,1,1,4851,27,0,0,4064,0,1
1887,84516,0,3,1,1,22713,15,0,0,4063,0,1
1888,74147,0,2,1,1,8315,16,50,1,4064,0,1
1889,24887,0,1,1,1,0,0,0,0,4047,0,1
1890,56954,0,3,1,1,29409,32,0,0,4051,1,0
1891,8647,0,1,1,1,0,0,0,0,4036,0,1
1892,37114,0,1,1,1,21623,12,0,0,4040,0,1
1893,50715,0,4,1,1,39211,13,0,0,4051,1,0
1894,149305,0,4,1,1,49893,19,0,0,4030,1,0
1895,225665,0,1,1,1,4288,15,500,1,4048,0,1
1896,20534,0,1,1,1,589,7,0,0,4021,0,1
1897,3962,0,1,1,1,292,8,0,0,4027,0,1
1898,5112,0,1,1,1,0,0,0,0,4020,0,1
1899,67358,0,5,1,1,67027,34,500,1,4379,1,0
1900,11925,0,1,1,1,400,4,400,4,4015,0,1
1901,30300,0,1,1,1,2160,7,0,0,4002,0,1
1902,39139,0,1,1,1,710,4,0,0,3967,0,1
1903,52440,0,1,1,1,500,1,0,0,4026,0,1
1904,23329,0,1,1,1,6326,3,0,0,4008,0,1
1905,10679,0,2,1,1,13363,12,0,0,4001,0,1
1906,53487,0,1,1,1,0,0,0,0,3991,0,1
1907,355423,5009,3,1,1,20500,20,100,1,3963,0,0
1908,9052,0,1,1,1,280,2,0,0,3987,0,1
1909,129972,0,3,1,1,15081,18,500,1,3986,0,0
1910,283670,0,4,1,1,39260,39,200,1,3972,1,0
1911,189054,0,1,1,1,17900,25,7400,23,3985,2,0
1912,150312,0,1,1,1,1000,1,0,0,3967,0,1
1913,33517,0,1,1,1,1250,2,250,1,3978,0,1
1914,97750,0,3,1,1,12616,16,600,2,4074,0,1
1915,59035,0,1,1,1,245,4,0,0,3960,0,1
1916,132335,0,4,1,1,30273,14,0,0,3974,1,0
1917,82981,0,5,1,3,105325,44,1000,2,3964,1,0
1918,52139,0,1,3,1,16314,14,250,1,3965,0,1
1919,123313,0,4,1,1,31595,15,0,0,3959,1,0
1920,131755,909,4,1,1,37299,16,0,0,3952,1,0
1921,46440,0,1,1,1,5582,24,0,0,3952,0,1
1922,58970,0,3,1,1,13467,18,0,0,3946,0,1
1923,152367,0,4,1,1,43406,24,700,3,3938,1,0
1924,80534,0,3,1,1,20715,17,0,0,3949,0,1
1925,12184,0,1,1,1,1160,3,0,0,3939,0,1
1926,10355,0,2,1,1,6510,10,0,0,3918,0,1
1927,39947,0,1,1,1,1750,7,0,0,3922,0,1
1928,3082,0,1,1,1,0,0,0,0,3923,0,1
1929,37563,0,2,1,1,8142,14,0,0,3925,0,1
1930,145868,0,5,1,1,61068,18,10042,4,3925,2,0
1931,14231,0,1,1,1,4950,24,1700,5,3917,0,1
1932,87282,0,3,1,1,13480,10,0,0,3911,0,1
1933,11355,0,1,1,1,135,3,0,0,3916,0,1
1934,197239,0,4,1,1,53412,25,250,2,3914,1,0
1935,50586,0,1,1,1,0,0,0,0,3902,0,1
1936,54388,0,4,1,1,27516,14,0,0,3903,1,0
1937,30546,0,3,1,1,11304,14,0,0,3900,0,1
1938,24407,0,1,1,1,923,10,0,0,3910,0,1
1939,640169,0,5,1,1,82561,36,400,2,3895,1,0
1940,56213,0,1,1,1,3207,14,350,1,3900,0,1
1941,21944,0,4,1,1,29461,13,0,0,3900,1,0
1942,76552,0,5,1,1,150010,36,0,0,3894,1,0
1943,37244,0,4,1,1,38220,18,0,0,3890,1,0
1944,38439,0,1,1,1,3318,13,0,0,3886,0,1
1945,32160,0,1,1,1,1130,6,250,1,3883,0,1
1946,126873,0,4,1,5,95598,32,500,1,3880,1,0
1947,8000,0,1,1,1,2250,11,0,0,3879,0,1
1948,194906,0,3,1,1,23780,14,200,1,3880,1,0
1949,85751,0,4,1,1,26842,14,0,0,3711,1,0
1950,15676,0,1,1,1,0,0,0,0,3178,0,1
1951,55064,0,2,1,1,8041,13,0,0,3329,0,1
1952,40675,0,1,1,1,1413,9,0,0,2895,0,1
1953,7843,0,1,1,1,600,2,600,2,3557,0,1
1954,56896,0,4,1,1,34019,15,0,0,3696,1,0
1955,91935,0,3,1,1,17550,18,0,0,4216,0,0
1956,50496,0,3,1,1,13287,26,0,0,4610,1,0
1957,19896,2395,2,1,1,9866,11,0,0,4602,0,1
1958,156853,0,4,1,1,37625,14,0,0,4510,1,0
1959,65533,0,2,1,1,7595,10,0,0,4544,0,1
1960,223670,0,1,1,1,32709,13,2227,4,4230,0,0
1961,91813,0,1,1,1,8690,11,2000,4,3911,0,1
1962,12207,0,1,1,1,0,0,0,0,4565,0,1
1963,26421,0,1,1,1,1250,3,0,0,4593,0,1
1964,16176,0,1,1,1,0,0,0,0,4170,0,1
1965,44754,0,1,1,1,0,0,0,0,3648,0,1
1966,23827,0,1,1,1,8125,37,1000,2,4616,0,1
1967,93743,0,1,1,1,1210,7,650,5,4676,0,1
1968,4787,0,1,1,1,3125,8,500,1,4734,0,1
1969,179472,0,3,1,1,11289,15,0,0,4708,1,0
1970,73639,0,1,1,1,4709,10,2709,9,4341,0,1
1971,76077,0,1,1,1,500,4,0,0,4616,0,1
1972,66456,0,1,1,1,3500,4,1000,2,4679,0,1
1973,14273,0,1,1,1,0,0,0,0,4341,0,1
1974,134346,0,5,1,1,100210,18,0,0,4485,1,0
1975,37693,0,3,1,1,30546,7,0,0,4671,0,1
1976,11961,0,1,2,1,11961,10,0,0,4646,0,1
1977,63311,0,5,1,1,90181,34,950,6,4604,1,0
1978,20678,0,1,1,1,2155,8,0,0,3862,0,1
1979,5316,0,1,1,1,1134,4,0,0,4610,0,1
1980,86511,0,1,1,1,5000,6,2000,4,4625,0,1
1981,133831,0,1,1,1,100,1,100,1,4588,0,1
1982,30306,0,1,1,1,2500,1,0,0,4309,0,1
1983,95925,0,1,1,1,7337,22,350,2,4625,0,1
1984,35080,3867,1,1,1,0,0,0,0,4562,0,1
1985,14304,0,1,1,1,0,0,0,0,4600,0,1
1986,115385,0,1,1,1,5890,15,1250,7,4546,0,1
1987,66411,1000,4,1,1,34826,19,3001,9,4211,0,0
1988,6978,0,1,1,1,610,3,0,0,4349,0,1
1989,39909,0,1,1,1,2682,14,0,0,4470,0,1
1990,8767,0,1,1,1,6589,8,3892,6,4394,0,1
1991,25544,0,1,1,1,3271,7,0,0,4580,0,1
1992,166417,0,4,1,1,28607,11,0,0,4357,1,0
1993,69555,0,3,1,1,21957,16,250,1,4390,0,0
1994,2344,0,1,1,1,1478,10,0,0,4481,0,1
1995,8780,0,1,1,1,2750,15,0,0,4237,0,1
1996,111064,0,1,1,1,12700,7,2700,6,4547,0,1
1997,44654,0,4,1,1,48874,16,0,0,4530,1,0
1998,32678,0,1,1,1,0,0,0,0,4481,0,1
1999,327126,1452,5,1,1,97997,25,350,3,4440,1,0
2000,76387,0,1,1,1,3588,7,0,0,4442,0,1
2001,268097,0,3,1,1,26933,25,0,0,4105,1,0
2002,52195,0,4,1,1,35847,13,0,0,4476,1,0
2003,137778,0,3,1,1,19557,18,0,0,4599,1,0
2004,354807,0,1,1,1,6000,12,3500,11,4597,0,0
2005,3056,0,1,1,1,1200,3,0,0,4363,0,1
2006,101901,0,1,2,1,17898,22,100,1,4433,0,1
2007,34182,0,1,1,1,0,0,0,0,3967,0,1
2008,7371,0,1,1,1,1375,4,0,0,4505,0,1
2009,178733,0,3,1,1,26465,22,1800,4,4537,0,0
2010,87553,0,3,1,1,15681,14,0,0,4547,0,1
2011,14614,0,1,1,1,2275,3,0,0,4567,0,1
2012,91259,0,5,1,1,60609,12,0,0,4531,1,0
2013,23997,0,1,1,1,250,2,250,2,4204,0,1
2014,37202,0,1,1,1,15000,4,0,0,4511,0,1
2015,53232,888,4,1,1,80696,65,22100,45,3831,2,0
2016,54594,0,3,1,1,14402,14,0,0,4233,0,1
2017,57474,0,2,1,1,5535,7,0,0,4364,0,1
2018,20111,0,1,1,1,5653,12,0,0,4468,0,1
2019,45950,0,4,1,1,38921,22,750,2,4302,1,0
2020,67948,0,1,1,1,2750,5,650,3,4226,0,1
2021,216498,0,4,1,1,43083,24,2500,5,4440,0,0
2022,100649,0,1,1,1,4000,3,500,1,4457,0,1
2023,52713,0,3,1,1,16273,13,100,1,4449,0,1
2024,186892,0,5,1,1,63444,13,500,1,3732,1,0
2025,11690,0,3,1,1,17615,17,0,0,4417,0,1
2026,144697,0,1,1,1,2000,1,0,0,4420,0,1
2027,75179,0,1,1,1,1015,2,0,0,4118,0,1
2028,19850,0,1,1,1,500,1,500,1,4376,0,1
2029,96154,0,1,1,1,7052,15,0,0,4433,0,1
2030,55778,0,1,1,1,6500,12,500,1,3704,0,1
2031,36227,0,2,1,1,7230,14,0,0,3736,0,1
2032,93848,0,1,1,1,1600,4,1500,3,4475,0,1
2033,41153,0,4,1,1,28686,15,0,0,4404,1,0
2034,20789,0,1,1,1,0,0,0,0,4279,0,1
2035,121992,6057,1,1,1,3200,4,600,2,4257,0,1
2036,37911,0,1,1,1,2250,11,0,0,4385,0,1
2037,233656,0,4,1,1,41941,14,500,1,4266,1,0
2038,41133,0,1,1,1,635,3,0,0,4419,0,1
2039,60864,0,3,1,1,23364,19,50,1,4436,0,0
2040,90526,0,1,1,1,2000,9,0,0,4488,0,1
2041,15148,0,1,1,1,15148,3,0,0,269,0,1
2042,5393,0,1,1,1,0,0,0,0,4517,0,1
2043,434,0,1,1,1,15530,5,0,0,3628,0,1
2044,81055,0,3,1,1,14344,14,0,0,4610,0,1
2045,31360,0,1,1,1,821,7,0,0,4488,0,1
2046,156885,0,4,1,1,38601,19,0,0,4534,1,0
2047,4148,0,1,3,1,13504,18,0,0,4607,0,1
2048,63820,0,3,1,1,13981,15,0,0,4608,0,1
2049,379744,2081,1,1,1,19191,17,1850,11,4608,0,0
2050,76659,0,1,1,1,0,0,0,0,4608,0,1
2051,40724,0,4,1,1,29481,14,0,0,4007,1,0
2052,146173,0,3,1,1,13871,17,0,0,4414,1,0
2053,26055,0,1,1,1,647,9,0,0,4464,0,1
2054,68,0,1,1,1,590,1,0,0,3937,0,1
2055,50001,0,1,1,1,4853,12,0,0,4023,0,1
2056,122506,0,3,1,1,21022,13,0,0,4408,0,1
2057,126886,0,2,1,1,9120,17,0,0,4044,0,1
2058,42342,0,1,1,1,11408,23,11408,23,4331,2,0
2059,58898,0,1,1,1,23050,15,50,1,4328,0,1
2060,45735,0,1,1,1,10085,3,0,0,4239,0,1
2061,77225,0,4,1,1,30646,15,0,0,4282,1,0
2062,59874,0,1,1,1,0,0,0,0,3986,0,1
2063,30868,0,1,1,1,405,3,0,0,4226,0,1
2064,34257,0,1,1,1,2010,4,0,0,4309,0,1
2065,42639,0,2,1,1,7366,12,0,0,4181,0,1
2066,771,0,1,1,1,40256,4,0,0,4203,0,1
2067,89708,0,1,1,1,8000,4,0,0,3173,0,1
2068,75892,0,2,1,1,8738,15,0,0,4160,0,1
2069,140918,0,4,1,1,69760,32,0,0,3883,1,0
2070,475338,0,4,1,1,39680,22,700,4,3355,1,0
2071,14426,0,1,1,1,0,0,0,0,4096,0,1
2072,29559,0,4,1,1,28969,16,0,0,4236,1,0
2073,113113,0,3,1,1,10736,13,0,0,4307,0,1
2074,73027,0,4,1,1,34002,19,0,0,4063,1,0
2075,17386,0,1,1,1,0,0,0,0,3771,0,1
2076,9310,0,1,1,1,500,1,500,1,4272,0,1
2077,11023,0,1,1,1,0,0,0,0,4328,0,1
2078,55406,0,4,1,1,38118,18,500,1,4310,1,0
2079,47638,0,1,1,1,0,0,0,0,3739,0,1
2080,30040,0,2,1,1,8636,8,500,1,3873,0,1
2081,24787,0,1,1,1,1000,1,0,0,3930,0,1
2082,40758,0,1,1,1,3500,4,1000,2,4299,0,1
2083,726,0,1,1,1,0,0,0,0,4268,0,1
2084,40686,0,1,1,1,260,2,0,0,4177,0,1
2085,16626,0,1,1,1,2500,13,0,0,4329,0,1
2086,18944,0,1,1,1,300,3,300,3,3932,0,1
2087,114949,0,5,1,1,87136,24,600,2,4294,1,0
2088,32522,0,1,1,1,5971,4,471,2,4042,0,1
2089,86533,0,1,1,1,3700,4,700,2,3600,0,1
2090,166470,0,2,1,1,9574,16,0,0,4194,0,1
2091,10797,0,1,1,1,0,0,0,0,3581,0,1
2092,131618,0,4,1,1,46473,16,0,0,4274,1,0
2093,77523,1112,1,1,1,11050,5,1000,2,4274,0,1
2094,47905,0,3,1,1,14575,16,2000,4,4245,0,0
2095,28695,0,1,1,1,0,0,0,0,4173,0,1
2096,15253,0,2,1,1,5427,8,0,0,4373,0,1
2097,193818,0,3,1,1,16327,13,0,0,3768,1,0
2098,30556,0,1,1,1,950,5,550,3,4361,0,1
2099,22678,0,1,1,1,2125,7,0,0,4068,0,1
2100,89430,0,3,1,1,24314,18,0,0,1547,0,1
2101,26522,0,3,1,1,18479,13,0,0,4358,0,1
2102,59913,0,1,1,1,2210,5,150,1,3481,0,1
2103,16516,0,1,1,1,500,1,0,0,4275,0,1
2104,49050,0,3,1,1,18436,16,0,0,2426,0,1
2105,27981,0,5,1,1,63004,17,0,0,2921,1,0
2106,4939,0,1,1,1,1000,1,0,0,2515,0,1
2107,26077,0,1,1,1,6768,4,0,0,3487,0,1
2108,110893,0,1,1,1,4653,6,0,0,3645,0,1
2109,56455,0,1,1,1,6000,3,0,0,4218,0,1
2110,32699,0,1,1,1,1500,2,500,1,3167,0,1
2111,109790,0,1,1,1,16108,4,0,0,3123,0,1
2112,166681,0,5,1,1,107645,25,0,0,3287,1,0
2113,145233,0,1,1,1,9366,5,4866,3,2626,0,1
2114,1054,0,1,1,1,15147,3,0,0,3133,0,1
2115,27532,0,1,1,1,4639,13,0,0,3939,0,1
2116,62464,0,1,1,1,5675,16,500,1,3820,0,1
2117,4041,0,1,1,1,0,0,0,0,3344,0,1
2118,28138,0,1,1,1,6330,29,0,0,3847,0,1
2119,33010,0,1,1,1,0,0,0,0,3915,0,1
2120,45687,0,1,1,1,45,2,0,0,2269,0,1
2121,12981,0,1,1,1,0,0,0,0,4246,0,1
2122,168246,1514,1,1,1,4600,4,100,2,4103,0,1
2123,75505,0,4,1,1,30850,17,500,1,4007,1,0
2124,55591,0,2,1,1,8817,13,0,0,3693,0,1
2125,37358,0,4,1,1,50488,19,0,0,3967,1,0
2126,33803,0,1,1,1,6100,34,0,0,4079,0,1
2127,2500,0,1,1,1,2500,1,0,0,3717,0,1
2128,140527,0,1,1,1,3500,14,0,0,4023,0,1
2129,5360,0,1,1,1,0,0,0,0,4392,0,1
2130,124430,0,2,1,1,15523,17,1200,8,4054,0,0
2131,240007,0,4,1,1,46771,14,0,0,4048,1,0
2132,245021,0,3,1,1,13639,15,180,1,3984,1,0
2133,53518,0,5,1,1,73933,30,400,1,3930,1,0
2134,122545,0,1,1,1,269,4,250,1,3834,0,1
2135,192889,0,1,1,1,10500,5,0,0,4096,0,1
2136,227776,0,4,1,1,47286,19,2276,5,3980,0,0
2137,37833,0,4,1,1,48172,15,500,1,3551,1,0
2138,48256,0,1,1,1,9690,2,0,0,3979,0,1
2139,99704,2704,2,1,1,15750,12,0,0,4106,0,1
2140,394999,0,1,1,1,4150,5,150,3,3599,0,1
2141,82497,0,1,1,1,0,0,0,0,3565,0,1
2142,15326,7663,1,1,1,0,0,0,0,4140,0,1
2143,32619,0,1,1,1,1070,7,0,0,3846,0,1
2144,57017,0,1,1,1,2495,11,0,0,3854,0,1
2145,252741,0,4,1,1,29296,19,635,3,4189,1,0
2146,49375,0,3,1,1,23628,14,0,0,3797,0,1
2147,25341,0,1,1,1,38,4,0,0,3995,0,1
2148,45150,0,3,1,1,18907,13,0,0,4141,0,1
2149,187462,0,1,1,1,10500,5,500,4,3953,0,1
2150,19132,0,2,1,1,9124,17,0,0,3915,0,1
2151,196967,0,3,1,1,38490,37,9550,20,4008,2,0
2152,13040,0,1,1,1,500,1,0,0,3972,0,1
2153,184301,0,1,1,1,6454,13,3954,12,4010,0,0
2154,36294,0,1,1,1,0,0,0,0,3956,0,1
2155,89840,0,2,1,1,7048,14,0,0,3819,0,1
2156,6914,0,1,1,1,1500,1,0,0,3915,0,1
2157,28493,0,3,1,1,21845,22,300,1,3932,0,0
2158,111793,0,1,1,1,500,1,0,0,4057,0,1
2159,18700,0,1,1,1,870,2,0,0,3995,0,1
2160,53957,0,1,1,1,7000,4,500,1,4133,0,1
2161,135770,0,1,1,1,4700,5,200,3,4215,0,1
2162,189784,0,4,1,1,35464,18,2197,4,4190,0,0
2163,60076,0,4,1,1,45582,9,0,0,3935,1,0
2164,3522,0,1,1,1,3522,4,0,0,3916,0,1
2165,36736,0,1,1,1,0,0,0,0,4134,0,1
2166,100634,0,1,3,1,69669,28,1540,12,4193,0,0
2167,88918,0,2,1,1,5537,14,0,0,4180,0,1
2168,245045,0,1,1,1,25039,16,500,1,4173,0,1
2169,37948,0,3,1,1,19213,43,0,0,3914,1,0
2170,81552,0,2,1,1,7703,8,0,0,3855,0,1
2171,118067,0,2,1,1,8715,12,0,0,3718,0,1
2172,268314,0,4,1,1,29968,14,500,1,3869,1,0
2173,135488,0,5,1,1,57787,16,0,0,4117,1,0
2174,68243,0,2,1,1,10012,22,903,3,3888,0,1
2175,56693,3953,2,1,1,20454,11,0,0,3893,0,1
2176,194875,0,1,1,1,7550,6,1050,3,3831,0,1
2177,206155,0,4,1,1,28447,17,0,0,3848,1,0
2178,35425,0,1,1,1,4125,19,0,0,3834,0,1
2179,161579,0,1,1,1,7688,21,5688,20,3811,2,0
2180,11314,1000,1,1,1,741,4,0,0,3845,0,1
2181,119531,0,5,1,1,60503,43,250,1,4002,1,0
2182,48433,0,1,1,1,4300,5,800,3,3673,0,1
2183,10872,0,1,1,1,4500,27,0,0,3882,0,1
2184,109268,0,2,1,1,7401,17,750,1,4034,0,1
2185,105160,0,3,1,1,20458,21,0,0,3732,0,0
2186,90919,0,4,1,1,44430,17,0,0,3739,1,0
2187,50230,0,1,1,1,4149,9,800,4,3727,0,1
2188,74538,0,3,1,1,18835,21,0,0,2726,0,1
2189,4606,0,1,1,1,4320,6,0,0,3501,0,1
2190,61617,0,2,1,1,23495,13,0,0,3972,0,1
2191,15275,0,1,1,1,75,2,0,0,2761,0,1
2192,112891,0,1,1,1,500,1,500,1,3909,0,1
2193,41176,0,1,1,1,7624,7,2624,4,3729,0,1
2194,81251,0,1,1,1,19500,6,0,0,3958,0,1
2195,18142,0,1,1,1,220,4,0,0,3638,0,1
2196,16200,0,4,1,1,40455,17,0,0,3840,1,0
2197,8913,0,1,1,1,2050,10,50,1,3630,0,1
2198,14372,0,2,1,1,9042,13,0,0,3557,0,1
2199,77965,0,4,1,1,41126,33,2683,7,3120,0,0
2200,12271,500,2,1,1,7684,15,1000,2,4219,0,1
2201,49874,0,4,1,1,39976,13,0,0,4293,1,0
2202,35445,0,1,1,1,3379,9,0,0,4198,0,1
2203,91755,0,1,1,1,5026,8,751,3,2676,0,1
2204,33753,0,3,1,1,14961,14,500,1,3335,0,1
2205,53750,0,3,1,1,23135,14,0,0,3736,0,1
2206,110132,0,1,1,1,19000,5,0,0,3271,0,1
2207,12221,0,1,1,1,511,4,0,0,3692,0,1
2208,65519,0,1,1,1,0,0,0,0,4150,0,1
2209,47291,0,1,1,1,1350,4,350,3,2336,0,1
2210,124564,0,3,1,1,11026,13,0,0,3840,0,1
2211,24111,0,2,1,1,9374,16,0,0,3802,0,1
2212,35801,0,1,1,1,3337,13,0,0,3743,0,1
2213,150972,0,1,1,1,2700,3,700,2,3645,0,1
2214,292023,0,1,1,1,14125,12,3250,7,3683,0,0
2215,47090,0,1,1,1,0,0,0,0,3726,0,1
2216,1300,0,1,1,1,454,11,0,0,3691,0,1
2217,109103,2370,1,1,1,19600,27,7600,24,3739,2,0
2218,101057,0,1,1,1,13650,11,2150,9,3600,0,1
2219,20900,0,1,1,1,1000,1,0,0,3685,0,1
2220,46607,0,1,1,1,0,0,0,0,3727,0,1
2221,33017,0,1,1,1,1069,7,250,1,3814,0,1
2222,30729,0,3,1,1,16456,15,0,0,3795,0,1
2223,35546,0,1,1,1,3376,10,0,0,3739,0,1
2224,7845,0,1,1,1,265,3,0,0,3508,0,1
2225,25788,0,1,1,1,4650,13,4650,13,3687,0,1
2226,13543,0,1,1,1,1443,7,423,2,3811,0,1
2227,16618,0,1,1,1,897,5,0,0,3620,0,1
2228,11548,0,1,1,1,1634,7,0,0,3837,0,1
2229,22181,0,1,1,1,6245,15,0,0,3656,0,1
2230,222312,0,4,1,1,29039,17,0,0,3721,1,0
2231,25080,0,1,1,1,2060,12,0,0,3795,0,1
2232,17964,0,1,1,1,5030,23,0,0,3783,0,1
2233,155385,0,3,1,1,15267,12,0,0,3624,1,1
2234,3977,0,1,1,1,0,0,0,0,3593,0,1
2235,14620,0,1,1,1,0,0,0,0,2833,0,1
2236,46882,0,1,1,1,0,0,0,0,3701,0,1
2237,3350,0,1,1,1,65,3,0,0,3540,0,1
2238,3049,0,1,1,1,0,0,0,0,3613,0,1
2239,32377,0,1,1,1,250,2,250,2,3515,0,1
2240,9396,0,1,1,1,860,5,350,2,3588,0,1
2241,102669,0,2,1,1,6760,14,306,2,3265,0,1
2242,26745,0,1,1,1,17547,9,0,0,3664,0,1
2243,120576,0,4,1,1,36635,14,0,0,3823,1,0
2244,7658,0,1,1,1,300,1,0,0,3231,0,1
2245,11136,0,1,1,1,100,1,0,0,3571,0,1
2246,168778,0,5,1,1,57060,20,500,1,3326,1,0
2247,124979,0,3,1,1,14267,14,0,0,3720,0,1
2248,35659,0,1,1,1,1102,9,0,0,3533,0,1
2249,55996,867,3,1,1,12165,14,0,0,3582,0,1
2250,65904,0,4,1,1,47224,35,5350,18,3655,2,0
2251,125679,0,3,1,4,68151,27,650,1,3683,1,0
2252,235312,0,5,1,1,56685,16,0,0,3476,1,0
2253,64414,0,1,1,1,1952,12,0,0,2395,0,1
2254,34204,0,1,1,1,16862,9,1700,5,3596,0,1
2255,22384,0,1,1,1,0,0,0,0,3676,0,1
2256,13381,0,1,1,1,1150,2,150,1,3312,0,1
2257,10959,0,1,1,1,500,1,0,0,3469,0,1
2258,28607,0,1,1,1,5943,5,0,0,2895,0,1
2259,30686,0,1,1,1,6161,2,0,0,3596,0,1
2260,8260,0,1,1,1,700,2,0,0,3673,0,1
2261,61584,0,4,1,1,27937,14,0,0,3783,1,0
2262,141594,0,2,1,1,30565,16,0,0,3776,0,1
2263,114549,0,1,1,1,5000,4,1000,2,3760,0,1
2264,64153,0,3,1,1,23563,19,0,0,3575,0,0
2265,10000,0,1,1,1,790,3,0,0,3564,0,1
2266,21839,0,1,1,1,853,3,119,1,3638,0,1
2267,182704,5513,1,1,1,5850,12,3100,10,3820,0,0
2268,92551,0,3,1,1,13755,13,500,1,3895,0,1
2269,49353,0,4,1,1,34656,14,0,0,3540,1,0
2270,21843,0,1,1,1,1411,9,0,0,3177,0,1
2271,34072,0,1,1,1,500,1,0,0,3879,0,1
2272,72962,0,4,1,1,28055,16,0,0,3869,1,0
2273,99502,0,3,1,1,19678,28,600,2,4182,1,0
2274,13250,0,3,1,1,17778,14,0,0,3861,0,1
2275,98232,0,5,1,1,56687,14,500,1,3867,1,0
2276,98895,0,4,1,1,89709,17,500,1,3854,1,0
2277,119340,1000,1,1,1,400,5,400,5,3855,0,1
2278,30171,0,1,3,1,15370,13,0,0,3853,0,1
2279,105957,0,1,1,1,4881,12,0,0,3859,0,1
2280,22548,0,1,1,1,3225,9,0,0,3852,0,1
2281,89761,0,3,1,1,11965,13,0,0,3845,0,1
2282,65263,0,1,1,1,22500,4,0,0,3844,0,1
2283,128456,0,5,1,3,70125,28,0,0,3764,1,0
2284,35203,0,1,1,1,1800,16,1800,16,3832,0,1
2285,62023,0,1,1,1,750,4,550,1,3819,0,1
2286,44197,0,1,1,1,2500,1,0,0,3831,0,1
2287,104245,0,4,1,1,45589,14,0,0,3810,1,0
2288,252520,0,4,1,1,43392,17,500,1,3818,1,0
2289,85496,0,1,1,1,2799,7,2711,6,3820,0,1
2290,49874,0,1,1,1,7200,9,1700,4,3817,0,1
2291,109649,0,3,1,1,22136,13,0,0,3812,0,1
2292,34379,0,3,1,1,13051,20,150,1,3805,0,1
2293,56688,0,1,1,1,3550,10,1050,9,3812,0,1
2294,48970,0,4,1,1,30872,14,0,0,3817,1,0
2295,70789,0,5,1,1,76661,29,150,1,3810,1,0
2296,24277,0,2,1,1,5330,5,0,0,3796,0,1
2297,20308,0,3,1,1,19526,13,0,0,3797,0,1
2298,111041,0,3,1,1,10252,12,0,0,3875,0,1
2299,27904,0,2,1,1,6622,17,0,0,3793,0,1
2300,128620,0,2,1,1,7747,12,0,0,3789,0,1
2301,65340,2454,3,1,1,33795,11,500,1,3775,0,0
2302,27135,0,1,1,1,4908,11,0,0,3783,0,1
2303,32898,0,1,1,1,1000,1,0,0,3777,0,1
2304,196922,0,4,1,1,40170,18,0,0,3755,1,0
2305,196175,0,4,1,1,33886,13,0,0,3775,1,0
2306,11457,0,1,1,1,705,3,0,0,3767,0,1
2307,175344,0,4,1,1,40152,19,0,0,3770,1,0
2308,5154,0,5,1,1,54657,28,0,0,3769,1,0
2309,13232,0,1,1,1,8668,16,0,0,3753,0,1
2310,88232,0,1,1,1,11550,5,550,3,3729,0,1
2311,75526,0,4,1,1,46421,14,0,0,3712,1,0
2312,53935,0,1,1,1,0,0,0,0,3743,0,1
2313,18402,0,1,1,1,0,0,0,0,3746,0,1
2314,24784,0,1,1,1,100,1,0,0,3729,0,1
2315,62903,0,3,1,1,16434,13,0,0,3732,0,1
2316,80272,0,4,1,1,34744,14,550,2,3728,1,0
2317,10458,0,1,2,1,10458,12,0,0,3726,0,1
2318,188184,0,4,1,1,32170,13,0,0,3707,1,0
2319,83524,0,4,1,1,43152,18,0,0,3694,1,0
2320,10794,0,1,1,1,0,0,0,0,3712,0,1
2321,49807,0,2,1,1,6393,20,0,0,3718,0,1
2322,18266,0,3,1,1,12254,15,0,0,3713,0,1
2323,87851,0,4,1,1,28969,17,0,0,4026,1,0
2324,32991,0,1,1,1,1230,6,0,0,3693,0,1
2325,28677,0,1,1,1,215,3,0,0,3699,0,1
2326,103809,0,3,1,1,16776,14,0,0,3699,0,1
2327,417,0,1,1,1,3000,1,0,0,3670,0,1
2328,8859,0,3,1,1,11998,13,0,0,3690,0,1
2329,26896,0,1,1,1,5364,15,0,0,3685,0,1
2330,16986,0,1,1,1,0,0,0,0,3676,0,1
2331,25530,0,3,1,1,25131,17,0,0,3677,0,1
2332,77067,0,4,1,1,40129,15,0,0,3671,1,0
2333,6350,0,1,1,1,0,0,0,0,3657,0,1
2334,76118,0,5,1,1,79154,41,1992,2,3621,1,0
2335,40420,0,2,1,1,8649,14,0,0,3651,0,1
2336,30178,0,3,1,1,14422,15,0,0,3656,0,1
2337,15088,0,1,1,1,0,0,0,0,3650,0,1
2338,138020,0,3,1,1,16449,17,500,1,3637,0,0
2339,27310,0,3,1,1,15537,16,500,1,3623,0,1
2340,109131,0,3,1,1,17481,17,150,1,3622,0,0
2341,35356,0,3,1,1,18520,15,300,1,3637,0,1
2342,33466,0,1,1,1,355,3,0,0,3592,0,1
2343,350608,0,4,1,1,50988,26,2643,5,3630,0,0
2344,42107,888,1,1,1,3600,4,1000,2,3607,0,1
